,crn,stn,cast,press,theta,sigma,temp,csal,coxy,dic,ph,alk,phos,nit,sil,doc
39718,161.0,2.0,2.0,2000.5,1.9621,27.669,2.1,34.619,88.8,2356.9,7.472,2413.0,2.85,39.67,151.3,35.81
39724,161.0,2.0,2.0,4400.8,1.1158,27.787,1.4787,34.6887,150.4,2325.8,7.581,2424.0,2.53,35.84,150.06,37.34
39728,161.0,2.0,3.0,4.9,26.5205,22.576,26.5216,34.6093,204.5,1952.4,8.1,2278.0,0.01,0.05,0.92,77.89
39749,161.0,2.0,3.0,200.0,20.2938,24.794,20.3312,35.1447,192.4,2047.6,7.984,2313.0,0.06,1.91,1.96,56.3
39824,162.0,2.0,2.0,2000.4,1.9667,27.667,2.1047,34.6166,84.5,2363.3,7.463,2412.0,2.85,39.63,151.05,38.81
39829,162.0,2.0,2.0,3000.1,1.3201,27.759,1.5377,34.671,123.9,2346.0,7.534,2422.0,2.63,37.17,155.81,37.81
39837,162.0,2.0,2.0,4500.8,1.11,27.789,1.4846,34.6899,151.9,2326.8,7.582,2420.0,2.5,35.48,152.57,38.12
39849,162.0,2.0,3.0,373.4,9.6057,26.353,9.648,34.1481,195.1,2121.1,7.74,2262.0,1.28,17.59,21.92,48.56
39855,162.0,2.0,3.0,619.0,5.279,26.952,5.3301,34.1283,47.9,2291.6,7.353,2306.0,2.83,38.8,77.14,43.52
40062,163.0,2.0,2.0,1999.4,1.9751,27.666,2.1132,34.6161,84.8,2360.2,7.465,2419.0,2.86,39.71,153.04,36.66
40067,163.0,2.0,2.0,2999.9,1.3236,27.758,1.5413,34.6696,125.6,2344.8,7.54,2424.0,2.66,37.14,158.96,36.98
40075,163.0,2.0,2.0,4500.1,1.1116,27.788,1.4861,34.6894,152.3,2325.5,7.583,2421.0,2.5,35.88,148.97,36.19
40087,163.0,2.0,3.0,347.7,10.9372,26.139,10.98,34.1681,189.9,2102.5,7.768,2260.0,1.1,14.17,14.89,44.39
40096,163.0,2.0,3.0,765.0,4.6531,27.165,4.7136,34.3064,31.2,2323.9,7.346,2338.0,3.03,40.58,93.06,37.65
40307,164.0,2.0,2.0,2001.8,1.9601,27.669,2.0981,34.6186,86.2,2359.9,7.47,2419.0,2.85,39.97,153.05,35.0
40312,164.0,2.0,2.0,2999.7,1.3286,27.757,1.5463,34.6694,125.4,2345.8,7.538,2426.0,2.65,37.64,159.93,36.33
40320,164.0,2.0,2.0,4501.0,1.1093,27.788,1.4839,34.689,152.5,2325.1,7.583,2422.0,2.52,35.95,147.75,37.93
40335,164.0,2.0,3.0,518.9,6.5985,26.706,6.646,34.0259,113.4,2221.6,7.499,2285.0,2.25,31.17,52.11,41.41
40341,164.0,2.0,3.0,745.7,4.62,27.152,4.6786,34.2862,24.4,2328.6,7.327,2341.0,3.06,41.63,94.7,39.48
40346,164.0,2.0,3.0,1022.2,3.7732,27.41,3.8496,34.4983,43.0,2344.6,7.388,2376.0,3.03,41.63,112.29,35.57
40583,165.0,2.0,2.0,2999.2,1.3384,27.756,1.5563,34.6688,123.8,2348.1,7.535,2425.0,2.63,37.52,157.7,36.32
40591,165.0,2.0,2.0,4500.9,1.1091,27.789,1.4837,34.6896,152.4,2324.1,7.583,2422.0,2.49,35.93,147.01,33.63
40601,165.0,2.0,3.0,263.2,13.212,25.805,13.2485,34.2961,190.0,2081.2,7.826,2261.0,0.83,9.84,8.89,49.2
40603,165.0,2.0,3.0,330.9,10.9051,26.154,10.9456,34.1798,182.4,2113.2,7.749,2258.0,1.2,15.45,16.05,46.56
40606,165.0,2.0,3.0,505.8,7.1621,26.741,7.2107,34.1677,79.6,2243.2,7.454,2287.0,2.46,32.23,50.8,39.04
40611,165.0,2.0,3.0,757.1,4.978,27.168,5.0398,34.357,32.1,2320.6,7.357,2337.0,3.04,40.69,88.42,36.7
40886,166.0,2.0,3.0,2000.4,1.9902,27.668,2.1286,34.6196,89.5,2357.5,7.474,2415.0,2.85,39.36,149.48,36.05
40899,166.0,2.0,3.0,4501.1,1.1111,27.789,1.4858,34.6899,152.0,2326.2,7.583,2420.0,2.5,35.69,148.51,35.45
40909,166.0,2.0,4.0,294.8,11.9938,25.974,12.0321,34.2062,199.5,2087.2,7.807,2257.0,0.91,11.65,11.23,45.1
40911,166.0,2.0,4.0,398.3,9.0771,26.428,9.1207,34.1343,150.6,2160.4,7.64,2268.0,1.68,22.34,28.22,42.7
40914,166.0,2.0,4.0,502.5,7.2634,26.699,7.312,34.1328,94.8,2229.2,7.48,2284.0,2.34,30.8,48.2,40.06
