"","crn","stn","cast","mdate","press","theta","sigma","temp","csal","coxy","bsal","boxy","dic","ph","alk","phos","nit","sil","dop","don","doc","tdp","tdn","pc","pn","pp","lln","llp","atp","n2o","psi","p15n","no2"
"1210",89,2,5,11198,236.7,15.6427,25.561,15.6795,34.6526,207.6,34.6539,206.9,2044,7.933,2274,0.37,4.71,5.15,0.09,5.03,63.89,0.46,9.74,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1211",89,2,5,11198,248.7,15.3978,25.597,15.4362,34.6282,210.1,34.6301,208.2,2045.4,7.928,2274,0.39,5.02,5.29,0.1,4.58,62.33,0.49,9.6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1212",89,2,5,11198,274.2,14.4201,25.717,14.4605,34.5066,208.1,34.5073,207.2,2052.4,7.902,2265,0.49,6.41,6.47,0.09,4.64,60.87,0.58,11.05,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1213",89,2,5,11198,299.4,13.3399,25.855,13.3818,34.3944,202.4,34.3936,202.8,2064.1,7.866,2260,0.62,8.67,8.3,0.09,5.34,58.62,0.7,14.01,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1214",89,2,5,11198,325.9,12.9016,25.917,12.9463,34.3601,206.8,34.361,203.7,2068.3,7.856,2261,0.68,9.49,9.17,0.08,4.79,51.69,0.76,14.28,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1215",89,2,5,11198,348.7,11.5409,26.092,11.5853,34.2493,206.7,34.2525,204.1,2081.7,7.82,2257,0.84,12.13,12.57,0.1,4.59,45.34,0.94,16.72,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1216",89,2,5,11198,400.9,10.2299,26.245,10.2772,34.1451,202,34.1442,196.6,2103.7,7.766,2258,1.09,15.33,17.35,0.07,5.92,35.38,1.16,21.26,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1217",89,2,5,11198,498.8,7.6348,26.608,7.6844,34.0846,125.4,34.0851,120.6,2196.6,7.548,2269,2.01,27.04,40.74,0.03,4.7,37.72,2.04,31.74,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1218",89,2,5,11198,598,6.0094,26.855,6.0619,34.1185,63.7,34.1171,64.1,2265.8,7.404,2291,2.61,35,65.18,0.03,3.17,36.84,2.64,38.16,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1219",89,2,5,11198,698.4,4.695,27.065,4.75,34.1873,39.4,34.1883,37.6,2311.6,7.339,2322,2.91,39.43,90.73,0.06,3.55,36.25,2.97,42.98,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1220",89,2,5,11198,799.9,4.4158,27.21,4.4778,34.3306,31.7,34.331,31.1,2334.7,7.345,2341,3.02,40.54,99.81,0.04,3.4,38.6,3.06,43.94,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1221",89,2,5,11198,899.9,4.1387,27.311,4.2074,34.421,36.5,34.4216,-9,2341.2,7.365,2353,3.04,40.85,106.26,0.03,3.21,40.94,3.07,44.06,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1222",89,2,5,11198,1022.2,3.754,27.403,3.8302,34.4867,44.7,34.4872,45.6,2345.7,7.386,2369,3.06,40.89,113.18,0,2.75,41.62,3.06,43.64,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1223",89,2,6,11198,4.6,23.5114,23.874,23.5123,35.1166,211.1,35.1156,210.9,1980,8.089,2307,0.07,0,1.28,0.16,5.2,104.1,0.22,5.2,-9,-9,-9,0.8,37.1,-9,-9,-9,-9,-9
"1224",89,2,6,11198,14.7,23.3107,23.966,23.3137,35.1607,-9,-9,211.5,1982.2,8.09,2312,0.05,0,1.23,0.18,5.55,101.95,0.22,5.55,-9,-9,-9,0.6,30.3,-9,-9,-9,-9,-9
"1225",89,2,6,11198,24.6,23.2542,23.988,23.2592,35.1682,210.8,35.1748,211.6,1984.1,8.089,2311,0.05,0.01,1.19,0.19,6.23,102.04,0.23,6.24,-9,-9,-9,0.9,25.4,-9,-9,-9,-9,-9
"1226",89,2,6,11198,34.6,23.0495,24.047,23.0565,35.1677,208.9,35.172,211.4,1986.3,8.084,2311,0.06,0.02,1.2,0.2,5.87,101.65,0.25,5.89,-9,-9,-9,1.6,24.4,-9,-9,-9,-9,-9
"1227",89,2,6,11198,43.6,22.9377,24.084,22.9466,35.1746,210.9,35.1733,210.7,1991.7,8.078,2313,0.05,0.02,1.21,0.21,6.1,98.19,0.25,6.12,-9,-9,-9,1.6,26.4,-9,-9,-9,-9,-9
"1228",89,2,6,11198,59.1,22.9174,24.177,22.9294,35.2888,-9,-9,213.3,1990.2,8.088,2319,0.03,0.03,1.13,0.22,6.45,97.25,0.25,6.48,-9,-9,-9,0.5,7.8,-9,-9,-9,-9,-9
"1229",89,2,6,11198,75.3,22.6988,24.237,22.7141,35.2858,213.6,35.2872,215.2,1990.2,8.08,2317,0.03,0.03,1.17,0.21,5.78,92.37,0.24,5.81,-9,-9,-9,0.8,9.8,-9,-9,-9,-9,-9
"1230",89,2,6,11198,84.9,22.5141,24.27,22.5312,35.2604,-9,-9,212.6,1993.7,8.08,2321,0.03,0.03,1.19,0.24,5.62,94.13,0.27,5.65,-9,-9,-9,0.9,-9,-9,-9,-9,-9,-9
"1231",89,2,6,11198,94.8,22.1245,24.352,22.1434,35.2229,206,35.2248,209.9,1997.9,8.065,2313,0.04,0.15,1.33,0.21,6.22,93.64,0.25,6.37,-9,-9,-9,115.8,-9,-9,-9,-9,-9,-9
"1232",89,2,6,11198,104.3,21.5854,24.467,21.6058,35.176,-9,-9,-9,2006.7,8.05,2312,0.06,0.24,1.49,0.18,6.18,87.93,0.23,6.43,-9,-9,-9,225.3,41.5,-9,-9,-9,-9,-9
"1233",89,2,6,11198,114.7,20.8204,24.625,20.8423,35.1076,205.6,35.1102,208.4,2013,8.031,2309,0.09,0.44,1.69,0.19,5.76,84.67,0.27,6.2,-9,-9,-9,442,-9,-9,-9,-9,-9,-9
"1234",89,2,6,11198,124.4,20.279,24.743,20.3022,35.0728,206,35.0727,207.8,2018.1,8.017,2303,0.09,0.57,1.81,0.18,6.02,84.42,0.26,6.58,-9,-9,-9,574.9,71.3,-9,-9,-9,-9,-9
"1235",89,2,6,11198,134.7,19.4852,24.898,19.5097,35.0018,201.7,35.0057,203.4,2026.1,8,2299,0.12,0.94,2.1,0.17,5.13,80.77,0.28,6.06,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1236",89,2,6,11198,149.4,18.9755,24.99,19.0021,34.9504,198.6,34.9522,201.6,2026.8,7.989,2293,0.16,1.29,2.42,0.14,5.34,81.65,0.29,6.63,-9,-9,-9,-9,137.7,-9,-9,-9,-9,-9
"1237",89,2,6,11198,159.8,18.2918,25.122,18.3195,34.8987,197.1,34.8981,-9,2033,7.973,2289,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1238",89,2,6,11198,173.6,17.3179,25.267,17.3469,34.7768,-9,-9,201.5,2033.8,7.964,2286,0.23,2.47,3.24,0.13,5.52,74.24,0.36,7.99,-9,-9,-9,-9,223.7,-9,-9,-9,-9,-9
"1239",89,2,6,11198,185.1,16.8607,25.335,16.891,34.7233,-9,-9,201.3,2039.9,7.948,2281,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1240",89,2,6,11198,201.8,16.2085,25.43,16.2406,34.6486,-9,-9,202,2042.8,7.938,2275,0.31,3.58,4.08,0.11,4.67,70.92,0.42,8.25,-9,-9,-9,-9,306.7,-9,-9,-9,-9,-9
"1241",90,2,1,21898,4502,1.1111,27.788,1.4859,34.6892,152.5,34.691,152,2323.5,7.58,2415,2.47,35.46,150.4,-9,-9,44.54,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1242",90,2,4,21998,209.3,15.3809,25.575,15.4131,34.5937,-9,-9,202.6,2044.8,7.923,2274,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1243",90,2,4,21998,224.5,14.5097,25.675,14.5428,34.4769,203.2,34.487,203.9,2049.9,7.897,2263,0.5,6.16,6.35,0.1,4.76,63.02,0.6,10.92,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1244",90,2,4,21998,234.3,14.3576,25.691,14.392,34.4562,206.1,34.4575,203.6,2051.3,7.894,2264,0.52,6.41,6.56,0.11,4.46,59.21,0.63,10.87,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1245",90,2,4,21998,249.4,13.3856,25.824,13.4205,34.3667,204.9,34.379,204.9,2057.6,7.874,2258,0.61,7.83,7.64,0.09,4.26,59.11,0.69,12.09,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1246",90,2,4,21998,275.2,12.3311,25.963,12.3676,34.2754,206.7,34.277,205.9,2069.1,7.845,2257,0.74,10.05,9.79,0.11,3.97,56.28,0.85,14.02,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1247",90,2,4,21998,299.2,11.6229,26.053,11.6611,34.2188,208.5,34.2187,205.9,2077.4,7.821,2254,0.84,11.53,11.74,0.15,3,56.48,0.99,14.53,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1248",90,2,4,21998,323.4,10.8952,26.155,10.9348,34.1786,204.6,34.1812,202.3,2088.6,7.796,2256,0.97,13.48,16.45,0.16,2.51,51.6,1.12,15.99,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1249",90,2,4,21998,349.8,10.1288,26.249,10.1697,34.1273,203.3,34.1286,198.7,2101.1,7.767,2253,1.09,15.6,17.59,-9,2.57,52.38,-9,18.17,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1250",90,2,4,21998,399.8,9.2127,26.371,9.2568,34.0891,190.6,34.0893,186.8,2121.4,7.723,2257,1.31,18.6,23.06,0.16,3.45,49.45,1.47,22.05,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1251",90,2,4,21998,499.9,6.6849,26.715,6.731,34.0526,104.4,34.0521,104.9,2219.5,7.498,2276,2.21,30.88,51.76,0.1,2.7,47.2,2.31,33.58,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1252",90,2,4,21998,600,5.3574,26.929,5.4071,34.1111,56.3,34.1104,54.9,2280.3,7.376,2297,2.68,37.66,76.24,0.09,1.69,46.62,2.77,39.35,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1253",90,2,4,21998,700.2,4.7963,27.103,4.8521,34.2489,27.9,34.2473,26.8,2319.5,7.328,2326,2.97,41.12,92.26,0.09,1.57,45.15,3.06,42.69,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1254",90,2,4,21998,800.2,4.5937,27.229,4.657,34.3793,30,34.3781,28.9,2328.8,7.351,2342,2.98,41.35,97.73,0.07,2.12,39.86,3.05,43.47,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1255",90,2,4,21998,900.2,4.3739,27.31,4.4443,34.4516,34.4,34.4496,33.3,2333.4,7.367,2351,3,41.56,102.3,0.04,2.94,43.48,3.04,44.5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1256",90,2,4,21998,1020.8,3.8913,27.407,3.9685,34.5088,43.3,34.5077,43.6,2341.4,7.385,2367,3,41.54,111.06,0.05,3.02,40.06,3.05,44.56,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1257",90,2,5,21998,5.1,22.8175,24.171,22.8185,35.2435,217.5,35.2413,215.2,1991.6,8.084,2316,0.1,0,1.2,0.14,6.43,107.31,0.23,6.43,-9,-9,-9,0.7,20.5,-9,-9,-9,-9,-9
"1258",90,2,5,21998,13.8,22.8227,24.169,22.8255,35.2431,217.4,35.241,215.3,1990.3,8.086,2317,0.11,0,1.23,0.12,5.78,108,0.22,5.78,-9,-9,-9,2.3,21.5,-9,-9,-9,-9,-9
"1259",90,2,5,21998,24.5,22.8105,24.175,22.8155,35.2461,217.2,35.2438,215.3,1991,8.085,2317,0.09,0.01,1.2,0.15,6.01,103.11,0.23,6.01,-9,-9,-9,0.4,19.5,-9,-9,-9,-9,-9
"1260",90,2,5,21998,34.9,22.7378,24.202,22.7448,35.2542,215.5,35.2521,215.6,1991.9,8.085,2317,0.08,0.01,1.2,0.15,6.71,94.13,0.22,6.72,-9,-9,-9,0.6,18.6,-9,-9,-9,-9,-9
"1261",90,2,5,21998,44.6,22.715,24.21,22.724,35.2565,-9,-9,215.5,1990.1,8.084,-9,0.07,0.01,1.23,0.18,6.15,90.76,0.24,6.16,-9,-9,-9,5.1,17.6,-9,-9,-9,-9,-9
"1262",90,2,5,21998,59.5,22.2417,24.343,22.2536,35.2538,214,35.2539,214.6,1993,8.079,2317,0.07,0.01,1.23,0.17,6.14,88.95,0.23,6.15,-9,-9,-9,1.5,15.6,-9,-9,-9,-9,-9
"1263",90,2,5,21998,74,21.9857,24.412,22.0003,35.2504,213.1,35.2506,213.7,1996.7,8.072,2316,0.07,0.02,1.32,0.17,5.73,85.73,0.23,5.75,-9,-9,-9,1.1,18.6,-9,-9,-9,-9,-9
"1264",90,2,5,21998,84.6,21.8055,24.443,21.8221,35.225,211.2,35.2264,211.7,1998.8,8.067,2313,0.08,0.06,1.68,0.17,5.52,85.15,0.24,5.58,-9,-9,-9,40.1,-9,-9,-9,-9,-9,-9
"1265",90,2,5,21998,94.5,21.5616,24.487,21.58,35.194,207.1,35.1934,208.3,2005.1,8.054,2311,0.09,0.24,1.78,0.15,5.74,87.79,0.24,5.98,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1266",90,2,5,21998,105.2,21.1551,24.581,21.1753,35.1702,-9,-9,206.3,2009.6,8.043,2308,0.11,0.48,1.83,0.13,5.92,84.86,0.23,6.4,-9,-9,-9,-9,62,-9,-9,-9,-9,-9
"1267",90,2,5,21998,116.1,20.6158,24.678,20.6378,35.1055,199.7,35.1062,201.9,2017.8,8.024,2305,0.15,0.88,3.06,0.13,5.24,82.52,0.27,6.12,-9,-9,-9,980.4,-9,-9,-9,-9,-9,-9
"1268",90,2,5,21998,125.8,20.2996,24.737,20.3231,35.0717,200,35.0728,200.5,2022.4,8.016,2302,0.15,1.02,2.17,0.12,5.13,77.69,0.26,6.14,-9,-9,-9,-9,107.4,-9,-9,-9,-9,-9
"1269",90,2,5,21998,135,20.0627,24.782,20.0877,35.0478,199.3,35.0468,-9,2025.9,8.005,2301,0.18,1.17,2.34,0.12,4.96,70.8,0.29,6.13,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1270",90,2,5,21998,149,19.5217,24.887,19.5488,35.0004,197.1,34.9985,197.5,2029.6,7.991,2300,0.19,1.54,2.49,0.11,4.37,73.34,0.29,5.91,-9,-9,-9,-9,155.3,-9,-9,-9,-9,-9
"1271",90,2,5,21998,161,18.7785,25.011,18.807,34.9134,190.5,34.9184,193.3,2038.5,7.969,2292,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1272",90,2,5,21998,174.2,18.6056,25.045,18.6363,34.901,-9,-9,195.7,2034.7,7.976,2293,0.23,2.18,2.83,0.12,5.58,68.47,0.35,7.75,-9,-9,-9,-9,197.3,-9,-9,-9,-9,-9
"1273",90,2,5,21998,184.9,18.0967,25.148,18.1286,34.8691,199,34.8668,198.4,2035.1,7.965,2290,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1274",90,2,5,21998,199.8,17.2625,25.286,17.2958,34.7843,200.6,34.7907,-9,2036.2,7.957,2285,0.29,2.84,3.71,0.11,4.72,65.54,0.4,7.56,-9,-9,-9,-9,241.3,-9,-9,-9,-9,-9
"1275",91,2,1,31798,4499.8,1.1118,27.789,1.4863,34.6898,151.1,34.6908,151.3,2321.6,7.58,2414,2.49,35.69,149.01,-9,-9,38.78,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1276",91,2,5,31898,208.7,17.6486,25.21,17.6839,34.8065,191.8,34.8094,194.2,2041.6,7.95,2285,0.29,3.1,3.52,0.14,4.68,-9,0.43,7.78,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1277",91,2,5,31898,225.3,16.3687,25.414,16.405,34.6769,194.8,34.6819,195.7,2046.5,7.925,2277,0.38,4.43,4.55,0.13,3.97,74.24,0.51,8.39,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1278",91,2,5,31898,236,15.4427,25.543,15.4791,34.57,197.3,34.5726,197,2052.7,7.908,2267,0.45,5.45,5.57,0.12,4.05,74.54,0.57,9.51,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1279",91,2,5,31898,248.4,14.6592,25.652,14.6962,34.4889,199,34.5004,198,2053.5,7.896,2265,0.5,6.27,6.12,0.12,4.35,75.91,0.62,10.62,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1280",91,2,5,31898,272.9,13.5203,25.803,13.5588,34.3751,197.9,34.3796,197.8,2063.4,7.864,2259,0.63,8.39,7.98,0.11,3.95,67.81,0.73,12.34,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1281",91,2,5,31898,299.9,12.7227,25.907,12.7633,34.302,196.4,34.3031,198.8,2070.4,7.841,2256,0.72,9.91,9.44,0.12,3.6,59.8,0.84,13.5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1282",91,2,5,31898,329.2,11.6028,26.061,11.6448,34.2237,202.9,34.2272,201.5,2079.7,7.816,2254,0.85,11.88,12.25,0.13,3.91,54.53,0.98,15.79,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1283",91,2,5,31898,352.3,10.9112,26.155,10.9544,34.1833,202.2,34.1841,202.1,2089.2,7.797,2253,0.95,13.47,14.32,0.11,3.88,50.62,1.06,17.35,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1284",91,2,5,31898,400.8,8.7804,26.427,8.8234,34.0737,176.3,34.0796,178.4,2133.4,7.695,2259,1.39,20,25.81,0.07,3.47,44.37,1.46,23.46,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1285",91,2,5,31898,499.6,6.6794,26.704,6.7254,34.0373,114.9,34.0388,113,2212.1,7.514,2273,2.1,30.12,50.24,0.07,3.36,45.93,2.17,33.48,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1286",91,2,5,31898,600.3,5.2345,26.958,5.2838,34.129,48.7,34.1302,48,2288.7,7.361,2304,2.74,38.39,79.25,0.03,2.75,48.18,2.77,41.13,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1287",91,2,5,31898,701.6,4.8588,27.102,4.915,34.2567,25.9,34.2548,26.4,2319.1,7.327,2324,2.91,40.86,90.42,0.02,2.73,47.1,2.93,43.58,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1288",91,2,5,31898,801.9,4.4664,27.248,4.529,34.3853,26.2,34.3839,27.3,2332.8,7.347,2343,3.01,41.67,100.18,-9,2.55,47.97,-9,44.21,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1289",91,2,5,31898,901.8,4.1391,27.352,4.2081,34.4723,35.6,34.4713,37.5,2337.6,7.376,2358,3,41.72,106.03,0.01,1.92,48.85,3.01,43.64,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1290",91,2,5,31898,1018.6,3.7907,27.417,3.8669,34.5088,42.9,34.509,44.4,2340.6,7.389,2368,2.98,41.8,112.85,-9,1.41,46.36,-9,43.21,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1291",91,2,6,31898,34.9,23.8727,23.799,23.8801,35.1589,212.8,35.1556,213.6,1979.9,8.094,2314,0.08,0,1.37,0.23,6.05,103.02,0.31,6.05,-9,-9,-9,0.5,29.3,-9,-9,-9,-9,-9
"1292",91,2,6,31898,44.9,23.7251,23.846,23.7345,35.1631,213,35.1717,213.8,1980.6,8.094,2309,0.08,0,1.34,0.26,6.6,98.97,0.34,6.6,-9,-9,-9,0.8,24.4,-9,-9,-9,-9,-9
"1293",91,2,6,31898,59.7,23.6166,23.879,23.629,35.1647,212,35.1637,213.2,1981.5,8.095,2311,0.08,0,1.49,0.35,7.37,96.09,0.43,7.37,-9,-9,-9,0.8,26.4,-9,-9,-9,-9,-9
"1294",91,2,6,31898,74.6,23.2551,23.981,23.2705,35.1599,209.8,35.1619,211.7,1988.2,8.082,2310,0.09,0.01,2.22,0.29,6.04,94.72,0.38,6.05,-9,-9,-9,0.8,34.2,-9,-9,-9,-9,-9
"1295",91,2,6,31898,85,23.1508,24.019,23.1682,35.17,210.2,35.1698,211,1989.1,8.082,2310,0.09,0.01,1.57,0.28,5.83,90.13,0.37,5.84,-9,-9,-9,1.2,-9,-9,-9,-9,-9,-9
"1296",91,2,6,31898,94.5,22.6306,24.188,22.6497,35.1958,210.8,35.1956,209.2,1996.8,8.072,2317,0.08,0.02,1.98,0.27,6.24,94.91,0.35,6.27,-9,-9,-9,16.5,-9,-9,-9,-9,-9,-9
"1297",91,2,6,31898,105.1,22.4014,24.251,22.4225,35.193,209.1,35.1947,206.9,2000.2,8.063,2315,0.09,0.08,1.44,0.21,6.39,93.55,0.29,6.46,-9,-9,-9,82.5,43.5,-9,-9,-9,-9,-9
"1298",91,2,6,31898,114.7,22.0696,24.351,22.0923,35.2012,205.1,35.2004,205.7,2003.7,8.056,-9,0.1,0.23,1.53,0.22,6.3,96.57,0.32,6.53,-9,-9,-9,265.1,-9,-9,-9,-9,-9,-9
"1299",91,2,6,31898,124.6,21.9296,24.406,21.9543,35.2222,207.1,35.2165,207.7,2003.1,8.061,2313,0.09,0.2,2.16,0.21,5.6,90.81,0.3,5.8,-9,-9,-9,224.2,45.9,-9,-9,-9,-9,-9
"1300",91,2,6,31898,134.1,21.6066,24.495,21.6328,35.2208,208.8,35.2204,208.5,2004.1,8.057,2314,0.09,0.25,1.87,0.2,6.47,85.73,0.28,6.73,-9,-9,-9,299.8,-9,-9,-9,-9,-9,-9
"1301",91,2,6,31898,149.3,21.1529,24.599,21.1817,35.1928,208.2,35.1933,207.1,2007.8,8.045,2304,0.08,0.26,1.59,0.19,5.47,85.54,0.26,5.73,-9,-9,-9,-9,66.4,-9,-9,-9,-9,-9
"1302",91,2,6,31898,159.7,20.1738,24.763,20.2035,35.0619,198.1,35.0625,198.2,2023.4,8.01,2302,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,342.5,-9,-9,-9,-9,-9,-9
"1303",91,2,6,31898,174.8,19.5357,24.876,19.5675,34.9906,197.3,34.998,-9,2029.7,7.991,2298,0.21,1.81,2.57,0.14,5.17,85.85,0.35,6.97,-9,-9,-9,2125.7,184.6,-9,-9,-9,-9,-9
"1304",91,2,6,31898,184.7,19.2673,24.923,19.3006,34.9611,194.7,34.9584,192.9,2034.5,7.979,2295,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1305",91,2,6,31898,200.8,18.5123,25.059,18.5475,34.888,192.8,34.8942,190.9,2040.4,7.963,2289,0.28,2.83,3.17,0.13,4.48,84.58,0.41,7.31,-9,-9,-9,-9,259.8,-9,-9,-9,-9,-9
"1306",92,2,3,41498,4499.3,1.1109,27.788,1.4854,34.6895,-9,-9,152.4,2322.3,7.581,2422,-9,35.69,149.05,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1307",92,2,5,41598,213.8,17.5366,25.233,17.5726,34.8015,194.8,34.8067,195.8,2040.7,7.951,2287,0.31,3.22,3.78,0.1,4.38,-9,0.41,7.6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1308",92,2,5,41598,223.6,17.0017,25.306,17.0387,34.729,195.5,34.7345,194.5,2045.6,7.936,-9,0.35,3.81,4.06,0.11,4.6,64.86,0.46,8.41,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1309",92,2,5,41598,235.9,16.2665,25.412,16.3042,34.6435,191.9,34.6428,192.4,2052.3,7.916,2283,0.42,4.85,4.78,0.11,4.44,59.59,0.53,9.29,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1310",92,2,5,41598,250.6,15.6713,25.493,15.7104,34.5722,186.9,34.573,190.8,2056.3,7.899,2282,0.48,5.75,5.42,0.11,4.05,58.91,0.59,9.81,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1311",92,2,5,41598,275.9,14.4071,25.67,14.4478,34.4425,198.8,34.4442,197.7,2057.1,7.885,2261,0.56,6.88,6.85,0.11,3.82,61.94,0.66,10.7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1312",92,2,5,41598,297.6,13.2705,25.823,13.312,34.3345,201.5,34.3383,198.7,2066.5,7.854,2254,0.68,8.77,9,0.1,4.35,57.65,0.78,13.12,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1313",92,2,5,41598,325.4,12.2478,25.944,12.2908,34.2307,188.3,34.2355,186.8,2083.5,7.808,-9,0.91,11.57,11.03,0.1,4.23,54.43,1.01,15.8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1314",92,2,5,41598,347.4,11.5452,26.052,11.5894,34.1985,195.1,34.1958,195.6,2086.4,7.801,2251,0.94,12.48,13.3,0.09,3.75,50.91,1.03,16.23,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1315",92,2,5,41598,401,9.5913,26.317,9.6367,34.0995,175.4,34.0993,173.1,2127.6,7.706,2257,1.36,18.69,21.78,0.08,3.49,47.59,1.44,22.17,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1316",92,2,5,41598,502.3,7.32,26.654,7.3688,34.0851,114.7,34.0869,113,2206,7.531,2271,2.11,28.62,44.77,0.09,3.71,44.56,2.2,32.34,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1317",92,2,5,41598,600,6.0632,26.872,6.1162,34.1485,61.1,34.1473,61,2268,7.353,2289,2.64,35.62,65.96,0.05,2.46,47.1,2.69,38.08,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1318",92,2,5,41598,799.7,4.6217,27.226,4.6851,34.3789,32.9,34.3811,32.7,2326.2,7.357,2340,3,41.02,96.04,0.03,1.91,47.78,3.03,42.93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1319",92,2,5,41598,900.7,4.1778,27.307,4.2469,34.421,31.9,34.419,31.6,2339.3,7.356,2349,3.08,41.86,106.03,0.03,1.61,46.51,3.11,43.47,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1320",92,2,5,41598,1021.9,3.9187,27.386,3.9961,34.4865,42.1,34.4863,41.6,2340.5,7.382,2360,3.02,41.53,109.7,0.04,1.9,47.04,3.06,43.43,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1321",92,2,6,41598,5.1,23.2935,24.011,23.2945,35.2138,-9,-9,210.1,1991.4,8.082,2315,0.08,0,1.45,0.25,5.87,102.33,0.33,5.87,-9,-9,-9,0.8,35.2,-9,-9,-9,-9,-9
"1322",92,2,6,41598,25.1,23.2792,24.016,23.2844,35.2151,215.5,35.2134,214.3,1991.3,8.085,2320,0.08,0.01,1.38,0.2,5.34,97.26,0.27,5.35,-9,-9,-9,0.7,35.2,-9,-9,-9,-9,-9
"1323",92,2,6,41598,34.1,23.2947,24.011,23.3017,35.2145,-9,-9,214.7,1991.2,8.085,2308,0.07,0,1.43,0.2,5.42,95.89,0.26,5.42,-9,-9,-9,0.4,33.2,-9,-9,-9,-9,-9
